User Id,Name,Screen Name,UTC,Created At,Followers,Following,Favorites,Tweets,Lists,Bio,Location,URL,Verified,Protected,Default Profile,Last Posted
94306043,よしだひろちか,whitejack012,2009-12-03T11:03:28.000Z,Thu Dec 03 11:03:28 +0000 2009,103482,111477,31,28479,2459,"心理トレーナー・セラピスト。慶応義塾大学法学部卒。心理トレーナーとして30年。のべ60,000人に心理・成功哲学のセミナーを行う。
現在は、誰でも「帝王学」を学べる、社会人大学HSSU学長として宇宙の法則を軸に伝えている。",東京都港区 汐留,https://www.lpajp.com,FALSE,FALSE,FALSE,2021-02-03T02:31:36.000Z
39690225,こくぼのりこ 『答えは半歩先』ナビゲータ,kokubonoriko,2009-05-13T04:47:04.000Z,Wed May 13 04:47:04 +0000 2009,101930,113546,14,3203,1786,「不可能とはちょっと時間がかかるということ」 小久保徳子 です。http://t.co/nSN4fgr9YQ SFA/CRM見える化コールセンターを拠点にテレマーケティングとソーシャルマーケティングの両輪で「お客様」と「お客様のお客様」の絆を紡ぐお手伝いをしています。またお会いできる日を楽しみにしています。,◎長崎市○福岡市○小城市○新宿区,http://www.tel-apo.jp/hpgen/HPB/entries/10.html,FALSE,FALSE,FALSE,2012-02-08T08:22:12.000Z
16694572,yukoshiga(goto),yukoshiga,2008-10-11T09:23:50.000Z,Sat Oct 11 09:23:50 +0000 2008,101434,119412,2,2575,2051,横浜在住ベイライフ中。ソムリエ協会認定ワインエキスパート、及びワイン検定ブロンズクラス認定講師。23ヶ国一人旅、営業・秘書業などを経て某渋谷IT企業でコンテンツ＆携帯事業の立上げディレクションなど8年程担当。その後旦那の起業するIT業にてもっぱら庶務担当中。趣味はワインと声楽と旅行、時々フランス語。ドラえもん好き主婦。,神奈川県横浜市,http://twilog.org/yukoshiga,FALSE,FALSE,FALSE,2017-09-03T03:41:02.000Z
107064633,匠の共感スクリプティング 副長,honeycomb_s_m,2010-01-21T13:13:10.000Z,Thu Jan 21 13:13:10 +0000 2010,100135,113740,44,3344,1748,ソーシャルアントレプレナーこくぼのりこ（@kokubonoriko）の書生で兼秘書です。市場調査/マーケティング担当。Nomad Worker。陰陽師。趣味：ウォーキング/パーマカルチャー 関心：微生物/ファイトケミカル/マクロビ/脳科学/認知心理学/SFA,千代田区・福岡市・長崎市・諫早市,http://www.tel-apo.jp/hpgen/HPB/entries/10.html,FALSE,FALSE,FALSE,2011-10-26T01:58:38.000Z
141746827,友井則美,NTspescial,2010-05-08T23:08:02.000Z,Sat May 08 23:08:02 +0000 2010,95830,102080,80,2764,1258,元気があればなんでもできる!!【愛と平和と相互フォロー】おはようツイッター！＝おっさんダイエット中！,広島県三原市,,FALSE,FALSE,FALSE,2021-02-07T08:33:12.000Z
107954355,jun3,junsanyata,2010-01-24T09:04:53.000Z,Sun Jan 24 09:04:53 +0000 2010,91502,97333,0,9834,1054,日記,海辺,http://twilog.org/junsanyata,FALSE,FALSE,TRUE,2021-02-07T23:16:28.000Z
985783965922377729,わが🎧,waga_integral,2018-04-16T07:36:27.000Z,Mon Apr 16 07:36:27 +0000 2018,89638,233,10051,5055,359,YouTuber／大阪大学積分サークル／はなおさんの斜め後ろ／はなおチャンネル編集者／Red Bull Lover／スバリスト／#爆速睡眠倶楽部／Instagramフォローよろしくお願いします😘 お仕事の依頼はDMまで,YouTube,https://www.instagram.com/waga_integral?r=nametag,FALSE,FALSE,TRUE,2021-02-08T00:48:38.000Z
77436877,nobu yokochi,exhige,2009-09-26T09:20:09.000Z,Sat Sep 26 09:20:09 +0000 2009,86767,98331,560,47630,2560,SNSのビジネス活用動画を現在無料で提供中！！！詳しくはウェブサイトをクリックしてください。SE、ツイッターにいち早く着目し、HISの澤田会長に直接指導するなど、2009年からソーシャルメディアのプロフェッショナルとして全国で活躍中,三重県三重郡菰野町,https://timeline.line.me/user/_dTYGevLjwMUfOMfRXSuiKahVUlbNnGEOpHcL04o,FALSE,FALSE,TRUE,2021-01-28T01:55:32.000Z
108439715,近藤誠,makoto0628,2010-01-25T23:25:12.000Z,Mon Jan 25 23:25:12 +0000 2010,84689,94948,3,5566,1613,"介護職をしています。老人介護に携わることで、様々な人生論を学び文化、歴史、心理など様々な分野に興味がいき3000冊以上買い連日読書しています。
スマホでスキマ時間に誰でも出来るSNS在宅ワークにハマり中",新潟市,http://makoto0823.xsrv.jp/wp/,FALSE,FALSE,FALSE,2020-12-17T22:03:17.000Z
89642805,satoshi shimada,maruomaruo,2009-11-13T06:34:41.000Z,Fri Nov 13 06:34:41 +0000 2009,83409,91751,196353,215509,886,映画好きなアートコレクター。直筆画、原画蒐集。#コレクターの書庫　管理人。 面白いことを広めたい。過去のネタ一覧はこちら↓,東京都 ,http://twilog.org/maruomaruo,FALSE,FALSE,FALSE,2021-02-08T03:15:45.000Z
108941573,宮澤　明宏,akihiromiyazawa,2010-01-27T13:46:51.000Z,Wed Jan 27 13:46:51 +0000 2010,82657,71694,57,1173,1771,株式会社プチジョブ代表取締役の宮澤明宏です。,東京都港区、渋谷区,http://www.petitjob.co.jp,FALSE,TRUE,FALSE,
87357522,朝日新聞東京編集局コブク郎,asahi_tokyo,2009-11-04T03:49:43.000Z,Wed Nov 04 03:49:43 +0000 2009,82477,48725,1079,95960,6147,朝日新聞東京本社編集局長室のアカウントです。2009年11月4日にスタートしました。ニュース解説企画「いちからわかる!」のキャラクター、コブク郎が案内役をつとめます。ちなみにコブク郎は、ず～っと10歳の設定なので、中の人との年齢差は日に日に広がる一方です。,東京・築地,http://asahi.com,TRUE,FALSE,FALSE,2021-02-08T07:31:46.000Z
53335595,Google大好き♪,relaxedly,2009-07-03T08:41:25.000Z,Fri Jul 03 08:41:25 +0000 2009,82030,89949,483,10091,975,Googleが好きな43歳。ランニング／MAC／iPhoneアプリ開発／株／ビール／ラーメン／ネットネタ／IT技術／Google。ポジティブ思考でスピード重視。結構ビビリ。相互フォローしてます。,"KOTO-KU Tokyo, Japan",https://plus.google.com/118138643536906932059/posts,FALSE,FALSE,TRUE,2021-02-04T04:10:51.000Z
24498372,九州太郎,9shu,2009-03-15T07:03:10.000Z,Sun Mar 15 07:03:10 +0000 2009,81548,88529,661,3284,1821,九州の人。 めんどくさがり屋。 注：「めんどくさがり」は販売しておりません。 楽しく、のんびり。 「バカバカしい事を真剣に！」 1.本とまったく同じ材料で創った、iPadケース（TVで放送） 2.ラジコンの船で釣り3 御朱印 サッカーD級コーチ#釣り #サッカー #御朱印帳,九州です。（福岡県福岡市）,https://www.youtube.com/watch?v=KFVA4gqbypE,FALSE,FALSE,FALSE,2021-02-07T03:13:02.000Z
923503559865278464,数学を愛する会,mathlava,2017-10-26T10:56:21.000Z,Thu Oct 26 10:56:21 +0000 2017,81356,469,14329,4506,0,数学メディア 数学を愛する会⇔ますらば Discordギルド→https://t.co/IVSO6NlX5T お仕事✉→ikkun@mathlava.com,火星,,FALSE,FALSE,TRUE,2021-02-07T18:20:31.000Z
111781589,京都・錦市場　鶏肉合鴨肉専門店 『鳥清』,kyoto_torisei,2010-02-06T03:39:44.000Z,Sat Feb 06 03:39:44 +0000 2010,78027,81542,63,23185,1565,京都錦市場で創業100余年！鶏肉、合鴨肉専門店『鳥清（とりせい）』と申します！ 店頭販売の他、大人気の水炊き、鴨鍋、ちゃんこ鍋、焼き鳥等のネット通販を営んでおります。誰よりも鳥肉を愛し、誰よりも鳥肉を熟知し、そして誰よりも鳥肉を食べています！(笑) 鳥肉のことなら絶対の自信があります！そんな職人達のゆるいつぶやきです♪,京都　錦市場,,FALSE,FALSE,TRUE,2020-10-08T13:54:04.000Z
110422475,mosaic_night,mosaic_night,2010-02-01T13:55:57.000Z,Mon Feb 01 13:55:57 +0000 2010,77782,92581,0,9453,1713,,,,FALSE,FALSE,FALSE,2018-05-31T00:01:28.000Z
81258224,岡崎太郎,TaroOkazaki,2009-10-10T02:13:17.000Z,Sat Oct 10 02:13:17 +0000 2009,77707,73596,251,12840,2490,通販マーケッター 博多在住 モチベーションシートの開発者 であり実践者 05月18日に14冊目の新刊がでます。一日３分夢実現ノートや通販のバイブル 売れるしくみはこうつくれ！の著者。最新刊は『金がないなら知恵をしぼれ・ビジネス着想100本ノック』 岡崎太郎でした。,博多,http://www.it1616.com,FALSE,FALSE,FALSE,2020-12-31T06:06:25.000Z
143276180,品川ぜんじろう,synaty0214,2010-05-13T01:54:27.000Z,Thu May 13 01:54:27 +0000 2010,77639,101438,0,28,779,どうも～～投資家やってる品川ぜんじろうと申します。みんなからは『しなち～』とか『しなぜん』とか呼ばれてます。ヨロシクお願いします^^v,東京都港区,,FALSE,FALSE,FALSE,2010-08-15T09:53:56.000Z
125440199,徳永一郎,tokumoku,2010-03-22T20:34:49.000Z,Mon Mar 22 20:34:49 +0000 2010,76282,85862,0,3759,941,個人で受託開発をやっています。最近はDBがからんだWEBシステムがほとんど。Smartyなどのプラットフォームを利用することによって、開発効率が劇的に向上しています。アンケート管理システムを構築中です。,,http://tokumoku.seesaa.net/,FALSE,FALSE,TRUE,2018-09-14T06:35:01.000Z
70871157,北出典雅@nkitade6,nkitade6,2009-09-02T03:28:57.000Z,Wed Sep 02 03:28:57 +0000 2009,74950,95605,7,5535,1188,中小企業向けのコンサルをしています。事業再生士補。三重県商工会連合会・津商工会議所専門家エキスパート、財団法人あいち産業振興機構経営技術専門家、財団法人岐阜県産業経済振興センターアドバイザー。経営者の意識改革を手始めにして、資金繰りと収益の改善、営業力強化を提案し、実践を支援しています。,三重県津市,http://www.kitadekeiei.jp/,FALSE,FALSE,FALSE,2013-07-02T23:01:57.000Z
4760041,川中重司＠税理士・ＩＴＣ,tukasa,2007-04-15T14:08:59.000Z,Sun Apr 15 14:08:59 +0000 2007,74367,75432,1070,11553,1536,福井県鯖江市の、ほのぼの＠税理士・ＩＴコーディネータです。独立・起業の方を人一倍応援しています、一緒に頑張ってゆきましょう。自転車はANCHOR-RL8と古いクロモリに乗っています、ホームシアター用プロジェクター希望、Stargate SG1 CSI 海外ドラマ,(sabae-city)福井県鯖江市,http://shigeshi.kawanaka.jp,FALSE,FALSE,FALSE,2021-02-06T06:17:53.000Z
88906360,古川豊,yutakafurukawa,2009-11-10T11:22:56.000Z,Tue Nov 10 11:22:56 +0000 2009,71297,75852,17,2582,1101,株式会社ＮＩコンサルティング、ビジネス企画推進部、部長。クラシックバレエとフィギュアスケートと格闘技と数学とサッカー、野球、ラグビーが大好きです。facebookページ立ち上げました（saikyouAC）よろしければ「いいね！」お願いします。石川県白山市出身。,神奈川県横浜市,http://on.fb.me/eIY6H6,FALSE,FALSE,FALSE,2020-06-20T11:11:50.000Z
40540257,ShIZUO HiROSe,lollypopfravor,2009-05-16T20:55:08.000Z,Sat May 16 20:55:08 +0000 2009,70702,77898,59,36960,107,"いつもと様子が違う？と言われても、いつもからして変だから困っちゃうんだよね。信条はスタンダードに勝る物なし！　
Is it different from usual? Even if you say that, it's always strange, so you're in trouble. The creed i","iPhone: 35.411374,139.597144",,FALSE,FALSE,FALSE,2020-11-29T03:09:27.000Z
49565666,愛知県江南市の古池隆典（こいけたかのり）,koikestyle,2009-06-22T07:27:06.000Z,Mon Jun 22 07:27:06 +0000 2009,70505,66974,174,6665,1930,こんにちは古池隆典（こいけたかのり）です 【経歴】 1982年滝中学卒業 1985年滝高校卒業 1989年中部大学建築科卒業 【主な役職履歴】 2010年古知野南小学校PTA副会長 2011年古知野中学校PTA会長 2012年江南商工会議所青年部会長 2013年江南商工会議所青年部会長,愛知県江南市,http://ameblo.jp/koikestyle/,FALSE,FALSE,FALSE,2021-01-02T12:41:56.000Z
6557772,夢実現☆ITコンサルタント　市村よしなり。,yoshikun,2007-06-04T01:08:48.000Z,Mon Jun 04 01:08:48 +0000 2007,70350,55089,219,1259,773,小学生で起業。ITコンサルタント。父の借金から夜逃げ山頂暮らしから小学生でプログラマー→現在国内外法人を経営。宇宙的マインドで経営者のコンサルも行う。会員3300人超の宇宙系オンラインサロンを運営。,東京都港区六本木,http://www.ichimura.me/,FALSE,FALSE,FALSE,2021-02-06T23:59:25.000Z
69793346,山本行影,yukipon007,2009-08-29T04:55:00.000Z,Sat Aug 29 04:55:00 +0000 2009,69889,76672,3,2918,1700,有限会社スリービーコンサルティング 代表取締役・株式会社パワープロデュース 代表取締役・株式会社サブライムアカデミー 取締役・株式会社サブライム 取締役・株式会社シェアリングティービー 取締役,,,FALSE,FALSE,FALSE,2016-07-25T09:48:12.000Z
122652709,樫尾　雅之,masayukki,2010-03-13T12:27:02.000Z,Sat Mar 13 12:27:02 +0000 2010,69826,88440,2,3083,1517,24年3月よりオリジナルを軸としたキモノ事業を始めました 衣服としての原点に帰り、現代という時代に沿った実用的なキモノを創作してゆきます。 試行錯誤しながらですが、まずはキモノ好きなキモノ着用者としての視点より、自分が着たいキモノの制作に取り組んでいます。,滋賀県愛荘町,,FALSE,FALSE,FALSE,2013-10-05T01:44:34.000Z
92492833,河野 信一(髭じい信ちゃん先生）,ja0402660,2009-11-25T10:21:26.000Z,Wed Nov 25 10:21:26 +0000 2009,69823,73623,65244,5009,1395,"相変わらず、午前中は先生稼業10年目　　
AKB48G・坂道G等、推し事嵌り中　
フォローします。宜しく。😀",名古屋市瑞穂区 愛知 Japan,,FALSE,FALSE,TRUE,2021-02-07T11:16:22.000Z
113784913,黒木圭一郎／e茶.com,keiichirokuroki,2010-02-13T01:37:08.000Z,Sat Feb 13 01:37:08 +0000 2010,69668,81218,904,7353,1123,当店は、健康に良いお茶を自社開発して販売するお店です。玄米成分のイノシトールを使った、ダイエットほうじ茶やダイエット珈琲、豆乳緑茶、玄米珈琲などカラダにいーお茶や珈琲を是非お試しください。,宮崎県都城市,http://echa.com,FALSE,FALSE,FALSE,2021-02-08T01:09:20.000Z
95392189,井上　剛（ごう）,Go_Inoue,2009-12-08T10:10:39.000Z,Tue Dec 08 10:10:39 +0000 2009,68828,70097,56,5042,1223,スモールビジネスコンサルタント・商売繁盛請負人,,https://xn--yckbb3f2a3gxc7g.com/,FALSE,FALSE,TRUE,2021-02-07T08:31:05.000Z
125447858,山村元樹,yamamo7,2010-03-22T21:14:23.000Z,Mon Mar 22 21:14:23 +0000 2010,68791,74295,0,3754,857,制作会社経営。今年も超調子いい！WEBがからんでいれば、どんな提案をしてもいけるきがする。ところで最近車を変えました。夜は相変わらず首都高で走ってます。,,http://yaplog.jp/yamamo7/,FALSE,FALSE,TRUE,2018-09-21T08:08:35.000Z
213609843,丸矢大輔,y_maruya,2010-11-09T10:39:37.000Z,Tue Nov 09 10:39:37 +0000 2010,68604,76605,0,4793,367,子供の頃宇宙飛行士が夢でした。今は、個人輸入をメイン事業にしておもしろい商品を仕入れています。,,,FALSE,FALSE,TRUE,2018-05-10T15:33:04.000Z
