User Id,Name,Screen Name,UTC,Created At,Followers,Following,Favorites,Tweets,Lists,Bio,Location,URL,Verified,Protected,Default Profile,Last Posted
749558831273766913,kato@大磯クリテリウム 2/21 出ます。,kuromitsu_ka,2016-07-03T11:02:06.000Z,Sun Jul 03 11:02:06 +0000 2016,27162,29457,191869,45936,108,インフラエンジニア/SRE https://t.co/D8XLC3OwuC @stylehaus_jp @BUYMA AWS/Ruby/サウナ/ロードバイク/Bianchi/スケボー/アニメ/漫画/映画/登山/トレラン/ゆるキャン△/T.M.Revolution/GLAY/L'Arc/LUNA SEA/hide/X/境川CR/江の島,神奈 横浜市 青葉区,http://blog.livedoor.jp/harukisan7,FALSE,FALSE,TRUE,2021-02-08T08:00:50.000Z
50015583,burçin ünlü,burcinunlu,2009-06-23T16:01:49.000Z,Tue Jun 23 16:01:49 +0000 2009,25451,1994,3945,3039,82,"Fizikçi, Fizik Bölümü, Boğaziçi Üniversitesi,
Physicist, Department of Physics, Bogazici University
 物理学者, ボアジチ大学",Istanbul,https://phys.boun.edu.tr/mehmet-burcin-unlu,FALSE,FALSE,FALSE,2021-01-23T21:13:44.000Z
95556470,平井的な静物画🍀,yasushihirai,2009-12-09T02:29:07.000Z,Wed Dec 09 02:29:07 +0000 2009,21196,21445,37590,39955,71,筋トレは趣味で22年目だが求めるのは細マッチョ、愛車jzx90ツアラーＶは21万キロに近づいた。ポケモンGOは黄色Lv40、攻殻機動隊S.A.Cは神山監督の1が良い。ルパンⅢも初回シリーズが良い。トイプードルの名前はまめちゃん,神奈川県横浜市青葉区,,FALSE,FALSE,TRUE,2021-02-08T07:35:11.000Z
1060424919719141376,ゆう🇺🇸本気のアメリカ就職,honkiku1,2018-11-08T06:52:57.000Z,Thu Nov 08 06:52:57 +0000 2018,19605,412,17607,25431,172,Amazonシアトル本社でスマホゲームのプロダクトマネージャー｜東大→外資コンサル→ITメガベンチャー→TOEIC985点→シリコンバレー駐在→倒産😭→半年間無職で就活😖→アマゾン米国本社現地採用🎉｜純ジャパがアメリカ就職する方法を発信｜ブログ: 本気のアメリカ就職⏬,投稿内容は全て個人の見解であり、所属する組織・部門等を代表するものではありません。amazon associate program参加中です。,https://honkiku.com,FALSE,FALSE,FALSE,2021-02-08T07:21:20.000Z
29425302,治部れんげ/ Renge Jibu,rengejibu,2009-04-07T10:56:00.000Z,Tue Apr 07 10:56:00 +0000 2009,16682,1252,19538,26030,552,ジャーナリスト。ジェンダー等について執筆、講演、助言。政府主催の国際女性会議WAW!アドバイザー、豊島区男女共同参画推進会議会長。財団法人ジョイセフ理事、一般財団法人女性労働協会評議員。Fulbrighter(2006-07)。お仕事はこちらへ（info.renge.jibu@gmail.com）。,Tokyo,https://rengejibu.hatenablog.com/,FALSE,FALSE,FALSE,2021-02-08T05:08:08.000Z
129414716,豊田啓介(ゆるふわ系)総研,toyoda_noiz,2010-04-04T06:14:45.000Z,Sun Apr 04 06:14:45 +0000 2010,15331,977,33037,61706,291,Keisuke Toyoda／豊田啓介 noizのオフィスは目黒と台北とワルシャワ三拠点 https://t.co/jKgXClQwH4　建築都市ｘテックgluonもやってます https://t.co/AetV3iKX63　東大生産研で客員教授も始めました　建築情報学会／コモングラウンドリビングラボ　インスタは noiz_toyoda_noiz,"meguro, tokyo",,FALSE,FALSE,TRUE,2021-02-08T05:44:55.000Z
2893546843,Rik@予防医療の専門家,megikaya,2014-11-08T07:21:04.000Z,Sat Nov 08 07:21:04 +0000 2014,14365,205,3025,2833,236,"科学を愛してます｜循環器内科医→疫学修士→予防医学の研究者＋疫学コンサルタント｜ハーバード博士課程（循環器疫学）に在籍中｜玄米好き｜生活習慣病予防と因果推論✎が専門｜趣味＝ブログ（医学論文の解説・生活習慣の科学根拠・疫学方法論）｜濱谷陸太｜Cardiologist, EPI PhD candidate@Harvard",,https://riklog.com/,FALSE,FALSE,TRUE,2021-02-07T21:00:01.000Z
85198765,土佐の酔鯨,tosasuigei,2009-10-26T00:19:51.000Z,Mon Oct 26 00:19:51 +0000 2009,14117,1028,2811,70031,1137,You are what you tweet.,,,FALSE,FALSE,FALSE,2021-02-08T05:47:05.000Z
15026203,野田隼人,nodahayato,2008-06-06T03:57:49.000Z,Fri Jun 06 03:57:49 +0000 2008,13875,5330,12051,103143,448,弁護士12年目。専門はフィリピン法務（投資・進出・現地許認可・現地労使関係その他企業法務，結婚離婚・相続，その他）と国内不動産と刑事法。IT技術で弁護士の敷居を下げる実験中。Pythonista。同志社高→上智→東北ロー→京大博士後期。Beretta A400 Xplor Unico。銃猟。滋賀弁護士会。兵貴勝不貴久。,Makati City,http://nodalaw.jp/,FALSE,FALSE,FALSE,2021-02-08T06:10:12.000Z
1246109752100192256,"""最前線にマスクと防護具を""実行委員会",covid19maskjp,2020-04-03T16:18:21.000Z,Fri Apr 03 16:18:21 +0000 2020,11992,11723,40890,11747,258,医療従事者の生命を守るN95、PPE等の不足・不安解消を目指すプロジェクトです（北海道科学大学 岸田直樹、帝京ちば  萩野昇、京都大学 池田裕美枝、三陸アーカイブ減災センター 秋山真理）◆ご寄附のお願い ：送料・倉庫代等に→東北銀行高田支店（店番号302）普通預金５０１５５１４　一般社団法人三陸アーカイブ減災センター）,http://covid19mask.jp/,,FALSE,FALSE,TRUE,2021-02-08T07:54:29.000Z
1302497223624724480,東証一部社長,tokumei_banzai,2020-09-06T06:42:03.000Z,Sun Sep 06 06:42:03 +0000 2020,11296,325,1779,1056,51,会社を東証一部に上場させた経験談をつぶやきます。金儲けは嫌いですが得意です。一般に公表されているデータでは100億円以上の金融資産を持っています。でもほとんど自社株で売れません。現金がないので生活は今まで通りです。折角のご縁です、プロフィールを見た今、ぜひフォローして下さい 笑,東京,,FALSE,FALSE,TRUE,2021-02-08T07:50:35.000Z
96526323,川原 卓巳｜Takumi Kawahara,takumikawahara,2009-12-13T10:25:50.000Z,Sun Dec 13 10:25:50 +0000 2009,10933,2237,17902,7552,61,妻が【こんまり】こと近藤麻理恵｜42ヶ国で1200万部越える本をプロデュース｜海外でも会社経営｜TV番組プロデューサーとしてエミー賞2部門ノミネート｜自分らしく生きるコツを呟いてます。＜NEW‼️＞ 『SENSE -自分らしさ探究室-』 https://t.co/ETByUcGnfU,"Los Angeles, CA",http://producers-salon.com,FALSE,FALSE,FALSE,2021-02-08T03:53:31.000Z
2608379100,政局ウォッチNOW❤️政治アナリスト❤️チャオ❤️立春🌸節分👹 恵方巻きNOW❤️,Chijisen,2014-07-06T21:52:00.000Z,Sun Jul 06 21:52:00 +0000 2014,10825,10695,95300,111197,203,政治アナリストチャオです❤️与野党の政局をnoteで解説❤️大人気 #次期衆院選議席予測📖https://t.co/JQRCAzXQn4❤️#政局ウォッチNOW❤️#Clubhouse とYouTubeのチャンネル登録も宜しくお願いします❤️アイコン漫画家浜口奈津子先生❤旅、能楽、花、将棋、ワイン️🍷モルト⚽️,YouTubeのチャンネル登録はこちら↓❤️,https://www.youtube.com/channel/UCi8wYmtLGPzUH1jteTZf0hg,FALSE,FALSE,TRUE,2021-02-08T08:00:59.000Z
1348339957,玲護,LElG0,2013-04-13T04:15:05.000Z,Sat Apr 13 04:15:05 +0000 2013,10709,5022,124620,49843,113,高咲侑です,虹ヶ咲学園普通科2年,,FALSE,FALSE,FALSE,2021-02-08T07:21:19.000Z
1146562217707393029,海と空と水平線,bealive2020,2019-07-03T23:31:49.000Z,Wed Jul 03 23:31:49 +0000 2019,10319,10793,34647,126118,8,新しい普通の生活,,,FALSE,FALSE,FALSE,2021-02-08T03:22:05.000Z
3837171,Eiji Kitamura / えーじ,agektmr,2007-04-09T01:10:10.000Z,Mon Apr 09 01:10:10 +0000 2007,9587,1343,14149,39212,478,"Developer Advocate @Google Chrome / Web Developer Relations team: Trust, Safety, Identity and Payment on the open web.
https://t.co/p4r5cWC4fI","Tokyo, Japan",https://blog.agektmr.com,FALSE,FALSE,FALSE,2021-02-08T07:52:55.000Z
383151853,Reina࿇World🧬ZENTsweetiesオーディション最終日！講談社リケジョ®アンバサダー,reinaworld_,2011-10-01T10:57:54.000Z,Sat Oct 01 10:57:54 +0000 2011,9402,1972,108131,52661,146,東京大学大学院(理学)博士課程🧬生物系🧠🐝虫が好き@reinayurumushi/科学と社会を繋ぐシンガーソングライター/講談社 #withLabSTAR100 #リケジョアンバサダー/千葉大理学部卒/#お願いランキング 等/#FRIDAYデジタル/市川うららFM #ハカラジ メインパーソナリティ,お仕事依頼:reina@a-sh-production.jp,http://a-sh-production.jp/reina-world/,FALSE,FALSE,FALSE,2021-02-08T06:45:13.000Z
1954925904,前田 耕 (Ko Maeda),MaedaPoliSci,2013-10-11T19:57:39.000Z,Fri Oct 11 19:57:39 +0000 2013,8703,596,6572,3213,231,assoc prof @UNT_PSCI ノーステキサス大学准教授（政治学）。ミシガン州立大学Ph.D.　研究領域は選挙・選挙制度・政党間競争・政党の戦略・行政府と立法府の関係など。政治ニュースやアメリカの大学の話題を主にツイートします。御用はDMかemailで。,,https://scholar.google.com/citations?user=yojt0SIAAAAJ,FALSE,FALSE,TRUE,2021-02-07T17:47:35.000Z
4080423732,N的まにあ,n_teki_mania,2015-10-31T14:22:50.000Z,Sat Oct 31 14:22:50 +0000 2015,7952,893,30764,49448,103,"Oniyometsuの刃という作品で「火源の旦那」として登場します。Oniyomeの怒りの火の元的な。しにます。

#クソ物件オブザイヤー2020",煌めけ、どんぐり帝国,http://ntekimania.hatenablog.com/,FALSE,FALSE,TRUE,2021-02-08T07:15:11.000Z
390574649,Hitoshi Kaneko,hkaneko1,2011-10-14T05:52:46.000Z,Fri Oct 14 05:52:46 +0000 2011,7877,8606,138,98472,37,我々が主人公の民主主義を築きましょう。基本保守です。憲法改正賛成、移民受入れ反対、外国人参政権反対。反特亜。登山、マラソン、アウトドアなどが趣味です。 阪神タイガースファン。,,http://page.is/jin-zi-jun,FALSE,FALSE,FALSE,2021-02-08T06:48:29.000Z
83122042,たっぺい（両角達平）🇸🇪若者政策の研究者,tppay,2009-10-17T12:32:05.000Z,Sat Oct 17 12:32:05 +0000 2009,7737,595,6258,31591,164,"長野の牧場が育てた自由な研究者。とある国の研究所に勤めながら、大学で兼任講師や執筆、講演などしてます。若者の社会参加について、ヨーロッパのユースワーク、若者政策、民主主義の視点から研究 🇸🇪長野→静岡→ベルリン→ストックホルム→東京
 Master of Science（Stockholm University）",東京の下町ときどき北欧,https://tatsumarutimes.com,FALSE,FALSE,FALSE,2021-02-08T04:07:31.000Z
867032544889323520,とんかつ食えないキャバ嬢しね,gomen_ikemen,2017-05-23T15:00:42.000Z,Tue May 23 15:00:42 +0000 2017,7446,5057,3096,462,15,見に来たん何回目？/,,,FALSE,FALSE,TRUE,2021-02-08T06:55:40.000Z
1002507818119790592,BBB,project_bbb,2018-06-01T11:11:04.000Z,Fri Jun 01 11:11:04 +0000 2018,7220,537,9154,10075,139,"#bitcoin
BBBです。Bitcoinと人間の話をします。無料で使える仮想通貨システムトレードの「はむとれ」（https://t.co/jGoWPEPbZ8）というサービスをやっています。「考えるハリネズミ」というブログもやっています。",考えるハリネズミ→→,https://www.column.erizo.co.jp/,FALSE,FALSE,FALSE,2021-02-08T01:32:42.000Z
5217451,すもけ@えりもなう,smokeymonkey,2007-04-19T11:47:24.000Z,Thu Apr 19 11:47:24 +0000 2007,7205,7238,29435,270308,503,"Work Hard, Party Harder!","Sapporian, Ezoist",http://www.smokeymonkey.net/,FALSE,FALSE,FALSE,2021-02-08T07:40:55.000Z
83098461,TrotterLEON,TrotterLEON,2009-10-17T09:46:13.000Z,Sat Oct 17 09:46:13 +0000 2009,7180,7889,112196,142395,73,散華された英霊に恥じない日本の為に。 危機に瀕する日本をいくらかでも良くする為に。 賛同する事ごと（または警鐘）を拡散いたします。 読書と音楽と映画が好きな普通の人です。 靖國神社崇敬奉賛会会員,,,FALSE,FALSE,FALSE,2021-02-08T07:59:46.000Z
3523101312,アライユウサク / ®ONE PHOTO,arai_yusaku,2015-09-11T05:06:22.000Z,Fri Sep 11 05:06:22 +0000 2015,7132,815,43907,14389,52,両方本業の®DUAL WORK(コンサル⇔カメラマン)｜福業フォトグラファーギルドのONE PHOTO代表｜コンサル時代の週末カメラマン経験から「複業で頑張る人」を応援するために起業 | #田端大学 取締役｜①複業の始め方・続け方 ②ビジネス解説をメインに発信♬｜最近は #Clubhouseハック を整理しています♬,WeWork Shibuya Scramble Square,https://onephoto.jp/,FALSE,FALSE,FALSE,2021-02-08T07:54:46.000Z
197434790,谷崎光@作家在🇨🇳北京20年目,tanizakihikari,2010-10-01T14:05:03.000Z,Fri Oct 01 14:05:03 +0000 2010,6533,1330,7735,16925,141,"ダイエーと中国の合弁商社勤務を経て作家に。デビュー後北京大留学→本書きながら北京20年目。
『中国てなもんや商社』文藝春秋（松竹で映画）『男脳中国女脳日本』集英社Int『日本人の値段　小学館 『中国人の裏ルール』（中経の文庫他20冊。
中国モノ記事PVNO1筆者
ディープ中国のnote 　谷崎光のインサイドアジア",中国・北京（コロナの間もずっと北京です）,https://note.com/tanizakihikari,FALSE,FALSE,FALSE,2021-02-08T07:59:00.000Z
1217421119424061441,pironnu,geronnu,2020-01-15T12:19:56.000Z,Wed Jan 15 12:19:56 +0000 2020,6123,852,9774,5512,55,霞ヶ関→LLM→コンサル→上場株投資 CFA受験用アカウント: @pironnucfa,,http://note.com/geronnu,FALSE,FALSE,TRUE,2021-02-08T07:56:11.000Z
1130503281271222272,板垣 寛 (がき)@IT・メカ・ぐんま,gakisan8273,2019-05-20T15:59:20.000Z,Mon May 20 15:59:20 +0000 2019,5980,5022,37379,8304,32,板垣 寛 / 個人で製造業向け業務改善webアプリを開発中 / 自動車メカエンジニアからITエンジニアに転身 / 転職5回 / 群馬からリモートワーク / 2歳娘と5歳息子 / 書類通過率90％以上の職務経歴書を公開 こちらから↓,グンマー,https://note.com/mintdaa/n/n5237366fb634,FALSE,FALSE,TRUE,2021-02-08T04:49:43.000Z
3912733032,吉田敬悟｜新期事業開発,K5_940310,2015-10-16T10:29:08.000Z,Fri Oct 16 10:29:08 +0000 2015,5963,268,2866,12633,31,ヒト｜50名規模ベンチャーで新規事業開発 × マーケティング責任者｜好き ▶︎ WebGL × Salesforce × Vue.js × SEO × Shopify × BizDev × Strategy｜KEYENCE ▶︎ 独立失敗 ▶︎ DroneStartup ▶︎ 起業 & FAC ｜健康診断までに痩せる,遊び場 ▶︎,https://scholar.google.co.jp/schhp?hl=ja,FALSE,FALSE,FALSE,2021-02-07T07:24:36.000Z
1119230121578119168,マサル@Pプロジェクト,masaru_slot,2019-04-19T13:23:50.000Z,Fri Apr 19 13:23:50 +0000 2019,5938,239,511,4065,73,集計ガチ勢。777CON-PASSにも投稿してます,日本,https://slot-data.com/,FALSE,FALSE,TRUE,2021-02-07T16:21:02.000Z
937195758,ディイジェエ・アサダアキラ,DJ_AsadaAkira,2012-11-09T15:55:36.000Z,Fri Nov 09 15:55:36 +0000 2012,5847,1748,27618,69411,76,"DARK FASHION GOD/悪いファッション批評家です/現代アート/ビジパ/Chief Philosophy Officer/djasadaakira.info@gmail.com💌

{質問箱毎日更新} https://t.co/x1k7urTNNE
noteは批判まとめ更新中",埼玉ファッション村,https://note.com/vetement/n/nd97bc5d65c5c,FALSE,FALSE,FALSE,2021-02-08T07:27:15.000Z
147865705, 親方,_x_naoki_x_,2010-05-25T07:14:15.000Z,Tue May 25 07:14:15 +0000 2010,5709,1990,6056,11377,160,【 非常事態なのでRT多いです】息子(中2)♡ 車(卒業中)/写真📷/活字中毒📚/映画/建築/音楽/風呂♨/ walk🏃🏻 信者 愛妻♡(離婚中) 🍶(禁酒中) 老々介護初心者 もうすぐ還暦,Tokyo Japan,,FALSE,FALSE,FALSE,2021-02-08T06:30:16.000Z
125277198,micca 미카,babyskymicky,2010-03-22T08:43:55.000Z,Mon Mar 22 08:43:55 +0000 2010,5674,842,22013,132900,63,All for my precious YUCHUN. Love JYJ Jaejoong Yuchun Junsu. PLS DO NOT follow non JYJ fan! ☆Joy spreads to the world!,japan,,FALSE,FALSE,FALSE,2021-02-07T05:46:06.000Z
366485917,早稲田治慶（本名）＠株式会社プロノハーツ　AVRS副事務局長,waseda_fablab,2011-09-02T08:04:12.000Z,Fri Sep 02 08:04:12 +0000 2011,5471,5844,87183,392481,450,冷戦期生まれ　pronoDR作ったVR技術者 PS補完委員会 Lucifer 希高K49生徒会長。MDX-40回転軸開発。パルマーの例のプールで女装コスプレの希望を叶えた者。製造業VR伝道師件製造業忍者軍師。倉吉のグッスマさん工場はわしも育てた。逆クロマキーAR技術を開発。Unityシェーダー勢,神奈川県横浜市,http://www.facebook.com/harumichi.waseda,FALSE,FALSE,FALSE,2021-02-08T06:56:41.000Z
63053742,ムラヤマ　ユウスケ,muraweb_net,2009-08-05T06:27:27.000Z,Wed Aug 05 06:27:27 +0000 2009,5457,261,3585,36720,249,"元インハウスWeb担当者としてSEOや広告、分析など、Webマーケティングに幅広く関わること3年間。今はウェブコンサルティング企業2社目( https://t.co/BvyPA7BKlT )
Googleウェブマスターヘルプフォーラム&Googleアナリティクス公式ヘルプフォーラムでシルバーエキスパートのヒゲです。",tokyo,https://blog.muraweb.net,FALSE,FALSE,FALSE,2021-02-08T01:44:19.000Z
3954811,Hiro Yoshioka,hyoshiok,2007-04-09T23:33:12.000Z,Mon Apr 09 23:33:12 +0000 2007,5356,1326,1174,38740,469,"Kernel Code Reading party (カーネル読書会), 定年退職後に大学院生，PhD student，読書好き，銭湯好き","Tokyo, Japan",http://d.hatena.ne.jp/hyoshiok/,FALSE,FALSE,FALSE,2021-02-08T06:26:35.000Z
951082521256640513,村本@ 医療IT/【データサイエンス×ビジネスコミュニケーション】講座6月25日Udemyで開始❗️,yoichimuramoto,2018-01-10T13:25:18.000Z,Wed Jan 10 13:25:18 +0000 2018,5159,2698,106603,11171,61,【医師】高1時に母親をがんで亡くし患者と遺族に寄り添う優しい医師を志す→ #放射線治療学講座 助手/ヘルスケアハッカソン最優秀賞→医療ITコミュニティ #MIラボ 設立・イベント主催(計500名以上)・医療事業開発→企業と共同開発・コンサル/ #データサイエンス × #マーケ /筑小中高大/株式会社TenGen CEO,ITの力で医療環境を編集して医療者がより働きやすい環境を作る,https://www.udemy.com/course/datascience-bussiness/?referralCode=C29A6F5E745D64B941B1,FALSE,FALSE,FALSE,2021-02-05T10:08:59.000Z
717428144077021185,どめ@MHXX初心者,Vain4glory,2016-04-05T19:06:13.000Z,Tue Apr 05 19:06:13 +0000 2016,5066,2518,17428,14015,0,MHXX/スプラトゥーン2/ウイイレ/lolm/モバレ/原神 一言いただければフォロバ100%です❗️絡んでいただける方大歓迎👍仲良くしてください‼️,,,FALSE,FALSE,TRUE,2021-02-07T11:46:45.000Z
1309839292865196038,Steven Shaw,STEVENshawSHS,2020-09-26T13:00:22.000Z,Sat Sep 26 13:00:22 +0000 2020,4928,3286,3755,3365,10,ピアニスト：スティーブンシャーです！ここで個人のアーティスト活動をお知らせしてますよ！ぜひぜひ、フォロー・YouTubeチャンネル登録よろしくお願い奉る‼ https://t.co/KiSKTRwFgQ,"Chiba, Japan",https://yorishaw.stores.jp/,FALSE,FALSE,TRUE,2021-02-07T23:29:55.000Z
1383425942,FPSA_zakotin,zakotin,2013-04-27T03:12:32.000Z,Sat Apr 27 03:12:32 +0000 2013,4847,274,20320,5425,36,"世界初！広角と望遠カメラを使用した元祖FPSサバゲー動画！「サバゲーをFPS風に撮ってみた」連絡用のアカウントです。(twitterは休止中)
※質問・リクエストなどお答えできませんです(´・ω・｀)ごめんね※",,https://www.youtube.com/user/forsamplemovie,FALSE,FALSE,FALSE,2021-02-08T07:37:09.000Z
319545480,Delton Ding,DeltonDing,2011-06-18T09:11:51.000Z,Sat Jun 18 09:11:51 +0000 2011,4822,759,3043,5673,51,Computability ⊆ Turing Machine | ❤️ Ruby | Keio SFC Student | 日本語勉強中 | 𛉬𛆓𛆁𛈬𛈌 | Ingress RES | Crossdresser | PGP: 0A951B747B8B11AC,"Machida-shi, Tokyo",http://github.com/dsh0416,FALSE,FALSE,FALSE,2021-02-08T06:58:41.000Z
14146146,Kazunori Makino,kzmakino,2008-03-14T11:32:31.000Z,Fri Mar 14 11:32:31 +0000 2008,4726,1155,69185,64284,0,なつのロケット団/Co-founder of Interstellar Technologies inc./Jimny enthusiast/MINI(R50) lover/Saxophone player/loving all of music,"Toyama, Japan",,FALSE,FALSE,FALSE,2021-02-07T23:41:02.000Z
15777638,tsuyoshi azuma,azulblue,2008-08-08T13:20:41.000Z,Fri Aug 08 13:20:41 +0000 2008,4714,2906,120156,113872,184,"Game3DCG 3Dprint,leadart.「LORD of VERMILION １、２のモデリング監修。Netflixアニメ「ソードガイ」武装魔デザイン。 アートディレクター、スマホゲームやアニメのCGとかやってます。最近コンシューマーゲームに戻りましたが、みんな仕様書けよ。個人事業主の公私混同アカウント。",東京都 豊島区,https://www.patreon.com/azulblue,FALSE,FALSE,FALSE,2021-02-08T07:39:35.000Z
170258795,J.S.エコハ,JS_Ecoha,2010-07-24T10:06:40.000Z,Sat Jul 24 10:06:40 +0000 2010,4688,2584,31859,108402,227,ピカチュウ...じゃないよ、エコハだよ～。存在が罪。ツイートの半分は冗談。｛時系列分析、資産運用、ヘッジファンド、数理ファイナンス、金融工学、機械学習、小説、音楽、スペイン語、ドイツ語、中国語｝に興味あり。愛犬はまんぺいさん。,埼玉,http://kameleon-kameleon.blogspot.com/,FALSE,FALSE,TRUE,2021-02-08T04:52:46.000Z
936933725434085376,木村優/Kimura Yu,KimuraYu45z,2017-12-02T12:23:02.000Z,Sat Dec 02 12:23:02 +0000 2017,4669,656,18780,11481,88,"https://t.co/NFWNS5smWC
1997年生まれ。LCNEM, Inc. CEO, CTO。
経済学,ブロックチェーン,ML(特にガウス過程)。
ブログは https://t.co/4naQlLUN49 
ツイート数時期によりムラあり。
email確認ない人からは通知来ませんので見逃します",滋賀/京都,https://yu-kimura.jp,FALSE,FALSE,TRUE,2021-02-03T01:19:20.000Z
14503043,キュン / 今村雅幸,kyuns,2008-04-23T23:43:50.000Z,Wed Apr 23 23:43:50 +0000 2008,4644,1428,8697,14575,161,ZOZOテクノロジーズ 執行役員 CTO 最高技術責任者/ヤフー→VASILY 創業&取締役CTO→ZOZOに売却して現職/CTO歴12年/日本一の声優イベント情報サイト「イベンターノート」の代表&開発者/エンジニア、マネジメント、情シス、DXなどIT分野全般の技術的な事やCTOの日常をつぶやきます,,,FALSE,FALSE,FALSE,2021-02-08T04:46:59.000Z
